,figi,interval,o,c,h,l,v,time
3656,BBG0056JW5G6,15min,132.54,134.6,134.66,131.68,15222,2021-09-09T13:45:00+00:00
3657,BBG0056JW5G6,15min,134.59,134.57,135.0,133.89,17890,2021-09-09T14:00:00+00:00
3658,BBG0056JW5G6,15min,134.65,134.92,134.92,133.9,8023,2021-09-09T14:15:00+00:00
3659,BBG0056JW5G6,15min,134.87,134.74,134.95,134.45,13144,2021-09-09T14:30:00+00:00
3660,BBG0056JW5G6,15min,134.83,134.82,135.58,134.82,10529,2021-09-09T14:45:00+00:00
3661,BBG0056JW5G6,15min,134.81,135.01,135.3,134.66,9166,2021-09-09T15:00:00+00:00
3662,BBG0056JW5G6,15min,134.9,135.11,135.37,134.86,8637,2021-09-09T15:15:00+00:00
3663,BBG0056JW5G6,15min,135.17,135.06,135.24,134.72,8258,2021-09-09T15:30:00+00:00
3664,BBG0056JW5G6,15min,135.1,135.3,135.37,134.7,7085,2021-09-09T15:45:00+00:00
3665,BBG0056JW5G6,15min,135.32,135.09,135.5,134.86,11753,2021-09-09T16:00:00+00:00
3666,BBG0056JW5G6,15min,135.03,135.5,135.54,134.93,8267,2021-09-09T16:15:00+00:00
3667,BBG0056JW5G6,15min,135.44,135.3,135.7,135.28,8187,2021-09-09T16:30:00+00:00
3668,BBG0056JW5G6,15min,135.22,135.03,135.44,135.03,6929,2021-09-09T16:45:00+00:00
3669,BBG0056JW5G6,15min,135.12,134.78,135.22,134.56,7801,2021-09-09T17:00:00+00:00
3670,BBG0056JW5G6,15min,134.74,134.44,134.98,133.78,8493,2021-09-09T17:15:00+00:00
3671,BBG0056JW5G6,15min,134.41,134.36,134.49,134.08,6737,2021-09-09T17:30:00+00:00
3672,BBG0056JW5G6,15min,134.37,134.55,134.69,134.33,7563,2021-09-09T17:45:00+00:00
3673,BBG0056JW5G6,15min,134.58,134.7,134.83,134.37,9524,2021-09-09T18:00:00+00:00
3674,BBG0056JW5G6,15min,134.66,134.72,134.79,134.58,7690,2021-09-09T18:15:00+00:00
3675,BBG0056JW5G6,15min,134.7,134.38,134.82,134.21,8797,2021-09-09T18:30:00+00:00
3676,BBG0056JW5G6,15min,134.38,134.48,134.69,134.28,14889,2021-09-09T18:45:00+00:00
3677,BBG0056JW5G6,15min,134.43,134.49,134.68,134.41,8651,2021-09-09T19:00:00+00:00
3678,BBG0056JW5G6,15min,134.47,134.64,134.69,134.47,9480,2021-09-09T19:15:00+00:00
3679,BBG0056JW5G6,15min,134.61,134.74,134.81,134.33,20811,2021-09-09T19:30:00+00:00
3680,BBG0056JW5G6,15min,134.74,134.14,134.75,134.07,44069,2021-09-09T19:45:00+00:00
3681,BBG0056JW5G6,15min,134.14,134.5,134.5,134.14,1688,2021-09-09T20:00:00+00:00
3682,BBG0056JW5G6,15min,134.0,134.1,134.14,134.0,85,2021-09-09T20:15:00+00:00
3683,BBG0056JW5G6,15min,134.3,134.3,134.3,134.3,1,2021-09-09T20:30:00+00:00
3684,BBG0056JW5G6,15min,133.41,134.39,134.39,133.1,13,2021-09-09T20:45:00+00:00
3685,BBG0056JW5G6,15min,134.39,134.3,134.39,134.3,2,2021-09-09T21:15:00+00:00
3686,BBG0056JW5G6,15min,134.3,134.01,134.3,134.01,6,2021-09-09T21:30:00+00:00
3687,BBG0056JW5G6,15min,134.25,134.25,134.25,134.25,3,2021-09-09T22:00:00+00:00
3688,BBG0056JW5G6,15min,134.1,134.23,134.25,134.04,8,2021-09-09T22:30:00+00:00
3689,BBG0056JW5G6,15min,131.51,133.73,133.97,131.5,31,2021-09-10T07:00:00+00:00
3690,BBG0056JW5G6,15min,133.74,134.07,136.2,132.76,29,2021-09-10T07:15:00+00:00
3691,BBG0056JW5G6,15min,133.33,133.61,133.68,131.51,38,2021-09-10T07:30:00+00:00
3692,BBG0056JW5G6,15min,133.39,133.39,133.39,133.39,1,2021-09-10T07:45:00+00:00
3693,BBG0056JW5G6,15min,133.55,134.95,134.95,133.4,11,2021-09-10T08:00:00+00:00
3694,BBG0056JW5G6,15min,133.95,134.23,134.95,133.95,13,2021-09-10T08:15:00+00:00
3695,BBG0056JW5G6,15min,134.45,134.64,134.64,134.01,21,2021-09-10T08:30:00+00:00
3696,BBG0056JW5G6,15min,134.42,135.0,135.0,134.33,24,2021-09-10T08:45:00+00:00
3697,BBG0056JW5G6,15min,135.0,134.99,135.0,134.67,3,2021-09-10T09:00:00+00:00
3698,BBG0056JW5G6,15min,134.43,134.99,134.99,134.43,3,2021-09-10T09:15:00+00:00
3699,BBG0056JW5G6,15min,134.99,135.0,135.0,134.99,6,2021-09-10T09:30:00+00:00
3700,BBG0056JW5G6,15min,135.0,135.0,135.0,134.62,4,2021-09-10T09:45:00+00:00
3701,BBG0056JW5G6,15min,134.66,134.87,134.97,134.65,8,2021-09-10T10:00:00+00:00
3702,BBG0056JW5G6,15min,134.89,135.0,135.0,134.63,14,2021-09-10T10:15:00+00:00
3703,BBG0056JW5G6,15min,134.99,135.7,135.7,134.99,90,2021-09-10T10:30:00+00:00
3704,BBG0056JW5G6,15min,135.7,135.15,135.93,135.05,27,2021-09-10T10:45:00+00:00
3705,BBG0056JW5G6,15min,135.75,135.45,135.75,134.96,5,2021-09-10T11:00:00+00:00
3706,BBG0056JW5G6,15min,135.35,135.96,135.96,135.14,12,2021-09-10T11:15:00+00:00
3707,BBG0056JW5G6,15min,134.95,134.95,134.95,134.95,94,2021-09-10T11:30:00+00:00
3708,BBG0056JW5G6,15min,134.95,135.0,135.0,134.95,141,2021-09-10T11:45:00+00:00
3709,BBG0056JW5G6,15min,135.21,135.3,135.4,135.03,56,2021-09-10T12:00:00+00:00
3710,BBG0056JW5G6,15min,135.4,135.27,135.5,135.27,324,2021-09-10T12:15:00+00:00
3711,BBG0056JW5G6,15min,135.11,135.2,135.26,135.04,818,2021-09-10T12:30:00+00:00
3712,BBG0056JW5G6,15min,135.2,135.27,135.31,135.04,489,2021-09-10T12:45:00+00:00
3713,BBG0056JW5G6,15min,135.24,135.04,135.24,135.04,40,2021-09-10T13:00:00+00:00
3714,BBG0056JW5G6,15min,135.24,135.3,135.58,135.02,336,2021-09-10T13:15:00+00:00
3715,BBG0056JW5G6,15min,135.23,136.23,136.3,134.95,15774,2021-09-10T13:30:00+00:00
3716,BBG0056JW5G6,15min,136.26,136.08,137.37,135.58,27202,2021-09-10T13:45:00+00:00
3717,BBG0056JW5G6,15min,136.27,136.61,136.61,135.77,27218,2021-09-10T14:00:00+00:00
3718,BBG0056JW5G6,15min,136.61,135.57,136.75,134.96,11824,2021-09-10T14:15:00+00:00
3719,BBG0056JW5G6,15min,135.47,134.86,135.5,134.0,18510,2021-09-10T14:30:00+00:00
3720,BBG0056JW5G6,15min,134.95,135.47,135.6,134.72,8706,2021-09-10T14:45:00+00:00
3721,BBG0056JW5G6,15min,135.37,135.42,135.68,135.24,5228,2021-09-10T15:00:00+00:00
3722,BBG0056JW5G6,15min,135.4,135.87,136.07,135.16,7017,2021-09-10T15:15:00+00:00
3723,BBG0056JW5G6,15min,135.97,137.31,137.47,135.95,31702,2021-09-10T15:30:00+00:00
3724,BBG0056JW5G6,15min,137.3,137.04,137.32,136.88,7924,2021-09-10T15:45:00+00:00
3725,BBG0056JW5G6,15min,137.03,137.76,137.76,136.99,14957,2021-09-10T16:00:00+00:00
3726,BBG0056JW5G6,15min,137.76,137.89,138.0,137.64,8721,2021-09-10T16:15:00+00:00
3727,BBG0056JW5G6,15min,137.97,138.6,138.98,137.96,11068,2021-09-10T16:30:00+00:00
3728,BBG0056JW5G6,15min,138.63,138.38,138.65,138.15,5181,2021-09-10T16:45:00+00:00
3729,BBG0056JW5G6,15min,138.38,138.95,139.2,138.21,26212,2021-09-10T17:00:00+00:00
3730,BBG0056JW5G6,15min,138.92,139.12,139.22,138.21,43031,2021-09-10T17:15:00+00:00
3731,BBG0056JW5G6,15min,139.12,138.66,139.12,138.49,15141,2021-09-10T17:30:00+00:00
3732,BBG0056JW5G6,15min,138.6,138.37,138.97,138.31,11647,2021-09-10T17:45:00+00:00
3733,BBG0056JW5G6,15min,138.45,138.29,138.74,138.16,16246,2021-09-10T18:00:00+00:00
3734,BBG0056JW5G6,15min,138.29,137.65,138.54,137.62,14283,2021-09-10T18:15:00+00:00
3735,BBG0056JW5G6,15min,137.64,137.57,137.7,137.08,16761,2021-09-10T18:30:00+00:00
3736,BBG0056JW5G6,15min,137.51,137.43,137.82,137.29,9876,2021-09-10T18:45:00+00:00
3737,BBG0056JW5G6,15min,137.4,136.85,137.41,136.5,12709,2021-09-10T19:00:00+00:00
3738,BBG0056JW5G6,15min,136.75,135.34,136.87,135.32,24808,2021-09-10T19:15:00+00:00
3739,BBG0056JW5G6,15min,135.36,135.11,135.83,134.67,29193,2021-09-10T19:30:00+00:00
3740,BBG0056JW5G6,15min,134.98,135.17,135.34,134.86,34833,2021-09-10T19:45:00+00:00
3741,BBG0056JW5G6,15min,135.16,135.25,135.25,134.59,234,2021-09-10T20:00:00+00:00
3742,BBG0056JW5G6,15min,134.85,135.01,135.01,134.72,101,2021-09-10T20:15:00+00:00
3743,BBG0056JW5G6,15min,135.1,135.07,135.21,135.07,114,2021-09-10T20:30:00+00:00
3744,BBG0056JW5G6,15min,135.21,135.2,135.29,135.1,125,2021-09-10T20:45:00+00:00
3745,BBG0056JW5G6,15min,136.12,134.94,136.12,134.94,139,2021-09-10T21:00:00+00:00
3746,BBG0056JW5G6,15min,135.0,135.0,136.53,135.0,386,2021-09-10T21:15:00+00:00
3747,BBG0056JW5G6,15min,135.01,135.01,135.01,135.01,20,2021-09-10T21:30:00+00:00
3748,BBG0056JW5G6,15min,135.98,135.98,135.98,135.98,1,2021-09-10T21:45:00+00:00
3749,BBG0056JW5G6,15min,135.98,135.9,135.98,135.9,11,2021-09-10T22:00:00+00:00
3750,BBG0056JW5G6,15min,135.13,135.89,135.89,135.13,3,2021-09-10T22:15:00+00:00
3751,BBG0056JW5G6,15min,135.8,135.1,135.8,135.1,81,2021-09-10T22:30:00+00:00
3752,BBG0056JW5G6,15min,134.01,134.01,134.07,134.01,12,2021-09-13T07:00:00+00:00
3753,BBG0056JW5G6,15min,134.02,134.01,134.1,133.5,11,2021-09-13T07:15:00+00:00
3754,BBG0056JW5G6,15min,134.02,134.02,134.02,134.02,5,2021-09-13T07:30:00+00:00
3755,BBG0056JW5G6,15min,135.24,135.24,135.24,135.24,1,2021-09-13T07:45:00+00:00
3756,BBG0056JW5G6,15min,135.23,136.42,142.12,135.11,20,2021-09-13T08:00:00+00:00
3757,BBG0056JW5G6,15min,136.38,135.22,136.38,135.22,12,2021-09-13T08:15:00+00:00
3758,BBG0056JW5G6,15min,135.85,135.1,135.85,135.02,14,2021-09-13T08:30:00+00:00
3759,BBG0056JW5G6,15min,135.7,135.36,135.7,135.34,11,2021-09-13T08:45:00+00:00
3760,BBG0056JW5G6,15min,135.11,135.38,135.38,135.11,46,2021-09-13T09:00:00+00:00
3761,BBG0056JW5G6,15min,135.1,135.0,135.37,134.01,36,2021-09-13T09:15:00+00:00
3762,BBG0056JW5G6,15min,134.99,134.92,135.0,134.92,9,2021-09-13T09:30:00+00:00
3763,BBG0056JW5G6,15min,135.0,135.0,135.0,134.99,7,2021-09-13T09:45:00+00:00
3764,BBG0056JW5G6,15min,135.0,134.98,135.0,134.5,66,2021-09-13T10:00:00+00:00
3765,BBG0056JW5G6,15min,135.0,135.3,135.99,134.26,41,2021-09-13T10:15:00+00:00
3766,BBG0056JW5G6,15min,135.26,135.0,135.26,134.3,145,2021-09-13T10:30:00+00:00
3767,BBG0056JW5G6,15min,135.25,135.02,135.55,135.02,14,2021-09-13T10:45:00+00:00
3768,BBG0056JW5G6,15min,135.33,134.93,135.33,134.5,9,2021-09-13T11:00:00+00:00
3769,BBG0056JW5G6,15min,134.65,135.0,135.0,134.65,11,2021-09-13T11:15:00+00:00
3770,BBG0056JW5G6,15min,135.2,135.0,135.39,135.0,760,2021-09-13T11:30:00+00:00
3771,BBG0056JW5G6,15min,135.2,135.21,135.22,135.06,230,2021-09-13T11:45:00+00:00
3772,BBG0056JW5G6,15min,135.0,134.85,135.0,134.52,111,2021-09-13T12:00:00+00:00
3773,BBG0056JW5G6,15min,134.8,134.7,134.9,134.55,188,2021-09-13T12:15:00+00:00
3774,BBG0056JW5G6,15min,134.68,135.0,135.12,134.59,1107,2021-09-13T12:30:00+00:00
3775,BBG0056JW5G6,15min,135.19,134.85,135.19,134.81,339,2021-09-13T12:45:00+00:00
3776,BBG0056JW5G6,15min,134.85,134.95,134.99,134.85,378,2021-09-13T13:00:00+00:00
3777,BBG0056JW5G6,15min,134.86,133.21,134.91,133.18,2032,2021-09-13T13:15:00+00:00
3778,BBG0056JW5G6,15min,133.2,129.23,134.0,128.95,40101,2021-09-13T13:30:00+00:00
3779,BBG0056JW5G6,15min,129.19,129.8,130.04,128.16,37340,2021-09-13T13:45:00+00:00
3780,BBG0056JW5G6,15min,129.61,129.11,130.4,128.4,22967,2021-09-13T14:00:00+00:00
3781,BBG0056JW5G6,15min,129.06,130.3,130.74,129.06,15302,2021-09-13T14:15:00+00:00
3782,BBG0056JW5G6,15min,130.36,131.18,131.72,130.1,9325,2021-09-13T14:30:00+00:00
3783,BBG0056JW5G6,15min,131.36,131.84,132.0,131.36,5914,2021-09-13T14:45:00+00:00
3784,BBG0056JW5G6,15min,131.91,130.62,132.13,130.56,8088,2021-09-13T15:00:00+00:00
3785,BBG0056JW5G6,15min,130.55,131.76,131.77,130.06,8741,2021-09-13T15:15:00+00:00
3786,BBG0056JW5G6,15min,131.53,131.04,131.82,130.99,12338,2021-09-13T15:30:00+00:00
3787,BBG0056JW5G6,15min,131.04,131.85,131.85,130.76,15872,2021-09-13T15:45:00+00:00
3788,BBG0056JW5G6,15min,131.88,132.43,132.43,131.35,7190,2021-09-13T16:00:00+00:00
3789,BBG0056JW5G6,15min,132.43,132.16,132.43,131.78,4091,2021-09-13T16:15:00+00:00
3790,BBG0056JW5G6,15min,132.24,132.81,132.87,132.24,3970,2021-09-13T16:30:00+00:00
3791,BBG0056JW5G6,15min,132.74,132.96,133.1,132.72,4614,2021-09-13T16:45:00+00:00
3792,BBG0056JW5G6,15min,132.96,132.34,133.07,132.32,5906,2021-09-13T17:00:00+00:00
3793,BBG0056JW5G6,15min,132.34,131.72,132.46,131.63,7845,2021-09-13T17:15:00+00:00
3794,BBG0056JW5G6,15min,131.77,132.04,132.15,131.69,4705,2021-09-13T17:30:00+00:00
3795,BBG0056JW5G6,15min,132.03,132.06,132.28,131.87,4802,2021-09-13T17:45:00+00:00
3796,BBG0056JW5G6,15min,132.02,131.13,132.2,130.85,14396,2021-09-13T18:00:00+00:00
3797,BBG0056JW5G6,15min,131.12,130.65,131.12,130.13,15937,2021-09-13T18:15:00+00:00
3798,BBG0056JW5G6,15min,130.64,130.74,130.89,130.49,7086,2021-09-13T18:30:00+00:00
3799,BBG0056JW5G6,15min,130.86,130.87,131.0,130.52,6035,2021-09-13T18:45:00+00:00
3800,BBG0056JW5G6,15min,130.78,130.57,130.83,129.89,11908,2021-09-13T19:00:00+00:00
3801,BBG0056JW5G6,15min,130.57,131.05,131.13,130.44,8309,2021-09-13T19:15:00+00:00
3802,BBG0056JW5G6,15min,131.07,130.28,131.08,130.2,15782,2021-09-13T19:30:00+00:00
3803,BBG0056JW5G6,15min,130.28,131.19,131.24,130.28,34866,2021-09-13T19:45:00+00:00
3804,BBG0056JW5G6,15min,131.17,131.12,131.23,131.01,202,2021-09-13T20:00:00+00:00
3805,BBG0056JW5G6,15min,131.05,131.03,131.1,131.02,60,2021-09-13T20:15:00+00:00
3806,BBG0056JW5G6,15min,131.15,131.2,131.2,131.15,22,2021-09-13T20:30:00+00:00
3807,BBG0056JW5G6,15min,131.19,131.44,131.44,131.19,845,2021-09-13T20:45:00+00:00
3808,BBG0056JW5G6,15min,131.43,131.43,131.43,131.43,8,2021-09-13T21:00:00+00:00
3809,BBG0056JW5G6,15min,131.44,131.44,131.44,131.44,1,2021-09-13T21:15:00+00:00
3810,BBG0056JW5G6,15min,131.14,131.25,131.25,131.14,3,2021-09-13T21:30:00+00:00
3811,BBG0056JW5G6,15min,131.32,131.32,131.32,131.32,31,2021-09-13T22:00:00+00:00
3812,BBG0056JW5G6,15min,131.34,131.43,131.43,131.34,4,2021-09-13T22:15:00+00:00
3813,BBG0056JW5G6,15min,131.4,131.43,131.43,131.4,5,2021-09-13T22:30:00+00:00
3814,BBG0056JW5G6,15min,133.93,133.93,133.93,133.93,4,2021-09-14T07:00:00+00:00
3815,BBG0056JW5G6,15min,135.0,133.9,135.0,130.54,10,2021-09-14T07:15:00+00:00
3816,BBG0056JW5G6,15min,133.98,131.9,133.99,131.06,10,2021-09-14T07:30:00+00:00
3817,BBG0056JW5G6,15min,133.99,135.0,135.0,133.99,17,2021-09-14T07:45:00+00:00
3818,BBG0056JW5G6,15min,135.0,131.12,137.0,131.11,185,2021-09-14T08:00:00+00:00
3819,BBG0056JW5G6,15min,131.11,131.39,132.53,131.11,24,2021-09-14T08:15:00+00:00
3820,BBG0056JW5G6,15min,132.2,129.9,132.2,129.65,62,2021-09-14T08:30:00+00:00
3821,BBG0056JW5G6,15min,129.9,130.13,131.26,129.63,117,2021-09-14T08:45:00+00:00
3822,BBG0056JW5G6,15min,130.99,131.19,131.19,130.99,31,2021-09-14T09:00:00+00:00
3823,BBG0056JW5G6,15min,130.81,130.99,130.99,130.7,10,2021-09-14T09:15:00+00:00
3824,BBG0056JW5G6,15min,130.74,130.91,130.91,130.74,5,2021-09-14T09:30:00+00:00
3825,BBG0056JW5G6,15min,130.91,131.3,131.3,130.91,4,2021-09-14T09:45:00+00:00
3826,BBG0056JW5G6,15min,130.9,131.11,131.11,130.9,3,2021-09-14T10:00:00+00:00
3827,BBG0056JW5G6,15min,131.06,130.88,131.06,130.59,21,2021-09-14T10:15:00+00:00
3828,BBG0056JW5G6,15min,130.85,130.85,130.85,130.85,1,2021-09-14T10:30:00+00:00
3829,BBG0056JW5G6,15min,131.04,130.89,131.04,130.4,5,2021-09-14T10:45:00+00:00
3830,BBG0056JW5G6,15min,130.4,130.87,130.87,130.37,19,2021-09-14T11:00:00+00:00
3831,BBG0056JW5G6,15min,130.79,130.71,130.79,130.36,5,2021-09-14T11:15:00+00:00
3832,BBG0056JW5G6,15min,130.66,130.6,130.66,130.53,41,2021-09-14T11:30:00+00:00
3833,BBG0056JW5G6,15min,130.6,130.48,130.6,130.31,125,2021-09-14T11:45:00+00:00
3834,BBG0056JW5G6,15min,130.48,130.3,130.48,130.3,34,2021-09-14T12:00:00+00:00
3835,BBG0056JW5G6,15min,130.29,130.26,130.72,130.26,75,2021-09-14T12:15:00+00:00
3836,BBG0056JW5G6,15min,130.26,130.85,131.1,130.26,1116,2021-09-14T12:30:00+00:00
3837,BBG0056JW5G6,15min,130.85,130.92,131.09,130.5,508,2021-09-14T12:45:00+00:00
3838,BBG0056JW5G6,15min,130.92,131.0,131.09,130.47,245,2021-09-14T13:00:00+00:00
3839,BBG0056JW5G6,15min,130.99,130.47,131.17,130.47,794,2021-09-14T13:15:00+00:00
3840,BBG0056JW5G6,15min,130.86,134.32,134.74,130.66,28956,2021-09-14T13:30:00+00:00
3841,BBG0056JW5G6,15min,134.28,134.87,135.04,134.07,20008,2021-09-14T13:45:00+00:00
3842,BBG0056JW5G6,15min,134.71,133.71,134.88,133.69,14972,2021-09-14T14:00:00+00:00
3843,BBG0056JW5G6,15min,133.65,133.88,134.22,133.31,11553,2021-09-14T14:15:00+00:00
3844,BBG0056JW5G6,15min,133.83,132.86,133.9,132.77,12566,2021-09-14T14:30:00+00:00
3845,BBG0056JW5G6,15min,132.86,133.08,133.22,132.35,9637,2021-09-14T14:45:00+00:00
3846,BBG0056JW5G6,15min,133.09,133.51,133.68,133.03,7589,2021-09-14T15:00:00+00:00
3847,BBG0056JW5G6,15min,133.54,133.68,133.9,133.3,6701,2021-09-14T15:15:00+00:00
3848,BBG0056JW5G6,15min,133.62,134.32,134.32,133.6,9538,2021-09-14T15:30:00+00:00
3849,BBG0056JW5G6,15min,134.31,134.09,134.36,133.78,6325,2021-09-14T15:45:00+00:00
3850,BBG0056JW5G6,15min,134.18,134.07,134.23,133.93,3807,2021-09-14T16:00:00+00:00
3851,BBG0056JW5G6,15min,134.1,134.17,134.35,134.05,4292,2021-09-14T16:15:00+00:00
3852,BBG0056JW5G6,15min,134.14,133.42,134.14,133.36,6714,2021-09-14T16:30:00+00:00
3853,BBG0056JW5G6,15min,133.34,133.75,133.85,133.24,2564,2021-09-14T16:45:00+00:00
3854,BBG0056JW5G6,15min,133.63,133.51,133.78,133.32,5665,2021-09-14T17:00:00+00:00
3855,BBG0056JW5G6,15min,133.51,133.73,133.93,133.45,3796,2021-09-14T17:15:00+00:00
3856,BBG0056JW5G6,15min,133.72,133.7,133.72,133.23,6773,2021-09-14T17:30:00+00:00
3857,BBG0056JW5G6,15min,133.73,133.72,133.83,133.62,4956,2021-09-14T17:45:00+00:00
3858,BBG0056JW5G6,15min,133.69,133.25,133.9,133.06,15900,2021-09-14T18:00:00+00:00
3859,BBG0056JW5G6,15min,133.25,132.3,133.25,132.15,18946,2021-09-14T18:15:00+00:00
3860,BBG0056JW5G6,15min,132.3,132.16,132.38,132.05,16532,2021-09-14T18:30:00+00:00
3861,BBG0056JW5G6,15min,132.16,131.92,132.16,131.36,22135,2021-09-14T18:45:00+00:00
3862,BBG0056JW5G6,15min,131.93,131.55,132.12,131.55,13928,2021-09-14T19:00:00+00:00
3863,BBG0056JW5G6,15min,131.55,131.72,131.93,131.47,15149,2021-09-14T19:15:00+00:00
3864,BBG0056JW5G6,15min,131.69,131.8,131.96,131.49,23684,2021-09-14T19:30:00+00:00
3865,BBG0056JW5G6,15min,131.9,131.71,132.18,131.51,38651,2021-09-14T19:45:00+00:00
3866,BBG0056JW5G6,15min,131.73,132.2,132.2,131.73,19,2021-09-14T20:00:00+00:00
3867,BBG0056JW5G6,15min,132.0,132.09,132.1,131.73,594,2021-09-14T20:15:00+00:00
3868,BBG0056JW5G6,15min,132.0,132.0,132.0,132.0,10,2021-09-14T20:30:00+00:00
3869,BBG0056JW5G6,15min,131.73,132.0,132.0,131.73,12,2021-09-14T20:45:00+00:00
3870,BBG0056JW5G6,15min,132.0,131.99,132.0,131.99,2,2021-09-14T21:00:00+00:00
3871,BBG0056JW5G6,15min,132.02,132.02,132.02,132.02,1,2021-09-14T21:30:00+00:00
3872,BBG0056JW5G6,15min,131.76,131.76,131.78,131.76,40,2021-09-14T21:45:00+00:00
3873,BBG0056JW5G6,15min,134.54,134.2,135.0,134.2,6,2021-09-15T07:00:00+00:00
3874,BBG0056JW5G6,15min,134.99,131.75,135.0,129.35,30,2021-09-15T07:15:00+00:00
3875,BBG0056JW5G6,15min,133.51,134.99,134.99,133.43,25,2021-09-15T07:30:00+00:00
3876,BBG0056JW5G6,15min,134.97,131.95,134.97,131.95,20,2021-09-15T08:00:00+00:00
3877,BBG0056JW5G6,15min,132.18,131.95,132.96,131.95,5,2021-09-15T08:15:00+00:00
3878,BBG0056JW5G6,15min,131.81,132.69,132.72,131.81,10,2021-09-15T08:45:00+00:00
3879,BBG0056JW5G6,15min,132.64,133.0,133.0,132.64,13,2021-09-15T09:00:00+00:00
3880,BBG0056JW5G6,15min,133.0,132.25,134.0,132.08,20,2021-09-15T09:15:00+00:00
3881,BBG0056JW5G6,15min,132.44,132.44,132.44,132.44,1,2021-09-15T09:30:00+00:00
3882,BBG0056JW5G6,15min,133.73,133.97,133.97,133.73,2,2021-09-15T09:45:00+00:00
3883,BBG0056JW5G6,15min,132.98,132.69,132.98,132.67,6,2021-09-15T10:00:00+00:00
3884,BBG0056JW5G6,15min,132.67,133.9,133.9,132.53,9,2021-09-15T10:15:00+00:00
3885,BBG0056JW5G6,15min,133.91,133.91,133.91,133.91,1,2021-09-15T10:30:00+00:00
3886,BBG0056JW5G6,15min,132.94,132.94,132.94,132.94,1,2021-09-15T10:45:00+00:00
3887,BBG0056JW5G6,15min,133.24,133.17,133.99,133.17,9,2021-09-15T11:00:00+00:00
3888,BBG0056JW5G6,15min,133.68,133.37,133.68,132.65,6,2021-09-15T11:15:00+00:00
3889,BBG0056JW5G6,15min,132.08,132.08,132.08,132.08,5,2021-09-15T11:30:00+00:00
3890,BBG0056JW5G6,15min,132.08,132.29,132.61,131.84,360,2021-09-15T11:45:00+00:00
3891,BBG0056JW5G6,15min,132.1,132.0,132.26,132.0,279,2021-09-15T12:00:00+00:00
3892,BBG0056JW5G6,15min,131.93,131.71,131.93,131.5,114,2021-09-15T12:15:00+00:00
3893,BBG0056JW5G6,15min,131.85,131.01,131.85,131.01,719,2021-09-15T12:30:00+00:00
3894,BBG0056JW5G6,15min,131.47,131.37,131.5,130.81,1881,2021-09-15T12:45:00+00:00
3895,BBG0056JW5G6,15min,130.95,130.98,131.46,130.95,21,2021-09-15T13:00:00+00:00
3896,BBG0056JW5G6,15min,131.1,131.01,131.48,131.01,2670,2021-09-15T13:15:00+00:00
3897,BBG0056JW5G6,15min,131.01,129.19,131.55,128.83,35978,2021-09-15T13:30:00+00:00
3898,BBG0056JW5G6,15min,129.3,130.85,131.0,129.3,16162,2021-09-15T13:45:00+00:00
3899,BBG0056JW5G6,15min,130.89,131.0,131.89,130.67,8185,2021-09-15T14:00:00+00:00
3900,BBG0056JW5G6,15min,130.86,131.6,131.79,130.77,11450,2021-09-15T14:15:00+00:00
3901,BBG0056JW5G6,15min,131.68,131.07,131.94,130.99,14767,2021-09-15T14:30:00+00:00
3902,BBG0056JW5G6,15min,131.06,131.15,131.25,130.65,13444,2021-09-15T14:45:00+00:00
3903,BBG0056JW5G6,15min,131.12,130.96,131.25,130.86,7194,2021-09-15T15:00:00+00:00
3904,BBG0056JW5G6,15min,130.9,129.86,130.97,129.86,10624,2021-09-15T15:15:00+00:00
3905,BBG0056JW5G6,15min,129.96,129.8,130.0,129.6,15883,2021-09-15T15:30:00+00:00
3906,BBG0056JW5G6,15min,129.76,129.88,130.12,129.75,13809,2021-09-15T15:45:00+00:00
3907,BBG0056JW5G6,15min,129.86,130.0,130.34,129.46,6978,2021-09-15T16:00:00+00:00
3908,BBG0056JW5G6,15min,130.07,129.93,130.32,129.85,7029,2021-09-15T16:15:00+00:00
3909,BBG0056JW5G6,15min,129.97,130.78,130.83,129.97,3324,2021-09-15T16:30:00+00:00
3910,BBG0056JW5G6,15min,130.81,131.06,131.15,130.73,7531,2021-09-15T16:45:00+00:00
3911,BBG0056JW5G6,15min,131.1,130.61,131.1,130.39,6177,2021-09-15T17:00:00+00:00
3912,BBG0056JW5G6,15min,130.61,130.57,130.69,130.3,4055,2021-09-15T17:15:00+00:00
3913,BBG0056JW5G6,15min,130.53,131.21,131.21,130.5,5697,2021-09-15T17:30:00+00:00
3914,BBG0056JW5G6,15min,131.19,131.38,131.63,131.19,6979,2021-09-15T17:45:00+00:00
3915,BBG0056JW5G6,15min,131.52,131.29,131.59,131.2,7227,2021-09-15T18:00:00+00:00
3916,BBG0056JW5G6,15min,131.27,131.05,131.32,130.95,11423,2021-09-15T18:15:00+00:00
3917,BBG0056JW5G6,15min,131.04,131.02,131.16,130.87,8202,2021-09-15T18:30:00+00:00
3918,BBG0056JW5G6,15min,130.97,131.18,131.3,130.94,8518,2021-09-15T18:45:00+00:00
3919,BBG0056JW5G6,15min,131.21,131.27,131.29,131.06,13019,2021-09-15T19:00:00+00:00
3920,BBG0056JW5G6,15min,131.26,132.21,132.42,131.25,12899,2021-09-15T19:15:00+00:00
3921,BBG0056JW5G6,15min,132.3,131.81,132.39,131.6,20342,2021-09-15T19:30:00+00:00
